"MEDIUM","FABRIC","TECHNIQUE","FORM","SUB-FORM","START_DATE","END_DATE","PAINTER","POTTER","SUBJECT_ADDITIONAL","LOCATION_COUNTRY","LOCATION_CITY","COLLECTION_NAME","COLLECTION_ID","PROVENIENCE","modified","local_unique_identifier","TRENDALL_ID","scene_type_a_cv","IMAGE_SERIES","SCENE_TYPE_A","MUSICAL_SCENE_TYPE_A","CAT_DESCRIPTION_A","SIDE_A_DETAILS","SIDE_A_INSTRUMENTS_AND_NUMBERS","SIDE_A_PERFORMERS","SIDE_A_PERFORMER_LOCATION","SIDE_A_PERFORMER_ACTION","SIDE_A_NUMBER_OF_FIGURES","SIDE_A_COMPOSITION","SCENE_TYPE_B","MUSICAL_SCENE_TYPE_B","CAT_DESCRIPTION_B","SIDE_B_DETAILS","SIDE_B_INSTRUMENTS_AND_NUMBERS","SIDE_B_PERFORMERS","SIDE_B_PERFORMER_LOCATION","SIDE_B_PERFORMER_ACTION","SIDE_B_NUMBER_OF_FIGURES","SIDE_B_COMPOSITION","IMAGE_IDS","NOTES","PUBLICATION","CATEGORY_1","CATEGORY_2","RVAp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Oinochoe","Shape 3","0310","0300","Connected to the Mattinata Painter",,,,"Lecce","Museo Provinciale Sigismondo Castromediano",685,"Rugge","2017-02-20T22:30:00-06:00","30-71",30.71,,2787,"SINGLE_FIGURE","SINGLE_FIGURE(TYM)","woman moving L holding tympanon and box","woman moving L holding tympanon and box","1_(TYM)","F(TYM)","C(TYM)","MOVING(TYM)","1_F","SINGLE",,,,,,,,,,,"IMAG2787.jpg",,,"SGL","DIO","RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Oinochoe","Shape 3","0310","0300","Related to the Late Pelikai",,,,"Warsaw","P�nstwowe Muzeum Archeologiczne",147366,,"2017-02-20T22:30:00-06:00","30-87",30.87,,2794,"SINGLE_FIGURE","SINGLE_FIGURE(TYM)","youth standing L in front of a stele/altar holding wreath, box, and tympanon","youth standing L in front of a stele/altar holding wreath, box, and tympanon","1_(TYM)","M(TYM)","C(TYM)","STANDING(TYM)","1_M","SINGLE",,,,,,,,,,,"IMAG2794.jpg",,,"SGL",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Plate",,"0310","0300","Related to the Late Pelikai",,,,"Canosa","Museo Archeologico Civico",284,,"2017-02-20T22:30:00-06:00","30-91",30.91,,2795,"SINGLE_FIGURE","SINGLE_FIGURE(TYM)","tondo: woman seated L holding tympanon and grapes","tondo: woman seated L holding tympanon and grapes","1_(TYM)","F(TYM)","C(TYM)","SEATED(TYM)","1_F","SINGLE",,,,,,,,,,,"IMAG2795.jpg",,,"SGL","DIO","RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"Laon","Mus�e de Laon",37.1042,,"2017-02-20T22:30:00-06:00","4-02",4.02,,6342,"RELIGIOUS (HERM)","RELIGIOUS (HERM)(TYM)","A frontal, nude youth with drapery over his arms looks R and holds a thyrsos and phiale, a short herm with erect phallus and cap-helmet faces the youth (L), a woman moves L holding a 'mirror' (sistrum???) in her R hand and a tambourine in her L","A frontal, nude youth with drapery over his arms looks R and holds a thyrsos and phiale, a short herm with erect phallus and cap-helmet faces the youth (L), a woman moves L holding a 'mirror' (sistrum???) in her R hand and a tambourine in her L","1_(TYM)","F(TYM)","R(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, L with a walking stick, jumping weights above","Two mantle figures face one another, L with a walking stick, jumping weights above",,,,,"2_M","SINGLE","IMAG6342.jpg",,,"MTH","DIO","RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"Taranto","MARTA",6954,"Pisticci","2017-02-20T22:30:00-06:00","4-06",4.06,,6348,"STANDING (DIONYSIAC)","STANDING (DIONYSIAC)(TYM)","A young satyr, frontal, moves R carrying a kalathos behind him and a torch in front; there is a bush (myrtle?) with a tambourine floating above, then a youth, frontal with fillet in hair and drapery over arms, holding a thyrsos and phiale and facing L","A young satyr, frontal, moves R carrying a kalathos behind him and a torch in front; there is a bush (myrtle?) with a tambourine floating above, then a youth, frontal with fillet in hair and drapery over arms, holding a thyrsos and phiale and facing L","1_(TYM)","N/A(TYM)","C(TYM)","N/A(TYM)","1_M,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, L with a walking stick, jumping weights above, and a stele in the centre","Two mantle figures face one another, L with a walking stick, jumping weights above, and a stele in the centre",,,,,"2_M","SINGLE","IMAG6348.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"Paris","Cabinet des Medailles",931,,"2017-02-20T22:30:00-06:00","4-1",4.1,,"6350-51","STANDING (DIONYSIAC)","STANDING (DIONYSIAC)(TYM)","A youth, frontal with drapery over arms, faces R and holds a thyrsos and tambourine, a tendril in the centre, a woman, fully clothed, faces L and holds a kalathos in her L hand and a rhyton in her R, a wreath hangs behind","A youth, frontal with drapery over arms, faces R and holds a thyrsos and tambourine, a tendril in the centre, a woman, fully clothed, faces L and holds a kalathos in her L hand and a rhyton in her R, a wreath hangs behind","1_(TYM)","M(TYM)","C(TYM)","STANDING(TYM)","1_M,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, L with a walking stick, jumping weights above, R extending a strigil to L","Two mantle figures face one another, L with a walking stick, jumping weights above, R extending a strigil to L",,,,,"2_M","SINGLE","IMAG6350.jpg, IMAG6351.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Pelike",,"0380","0365","Long Overfalls Group",,,,"Bologna","Museo Civico Archeologico",537,,"2017-02-20T22:30:00-06:00","4-1",4.1,,"6458-59","ATTENDANT","ATTENDANT(TYM)","A woman with long, 2-layer dress and hair simply up with small wreath faces R and holds a tympanon in her lowered R hand, a seated, nude youth with wreath in hair faces L and holds a stick and phiale","A woman with long, 2-layer dress and hair simply up with small wreath faces R and holds a tympanon in her lowered R hand, a seated, nude youth with wreath in hair faces L and holds a stick and phiale","1_(TYM)","F(TYM)","L(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, sticks to L","Two mantle figures face one another, sticks to L",,,,,"2_M","SINGLE","IMAG6458.jpg, IMAG6459.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Long Overfalls Group",,,,"Bari","Museo Archeologico di Santa Scholastica",20281,,"2017-02-20T22:30:00-06:00","4-105",4.105,,6461,"PROCESSION","PROCESSION(TYM)","Woman moving L, looking R, with jewelry and hair in partial wrap holding up tambourine in R hand, youth with drapery over L arm and wreath in hair moving L and extending phiale with R hand","Woman moving L, looking R, with jewelry and hair in partial wrap holding up tambourine in R hand, youth with drapery over L arm and wreath in hair moving L and extending phiale with R hand","1_(TYM)","F(TYM)","L(TYM)","WALKING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another, R one with stick","Two mantle figures facing one another, R one with stick",,,,,"2_M","SINGLE","IMAG6461.jpg",,,"SGL",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Long Overfalls Group",,,,"Bari","Museo Archeologico di Santa Scholastica",6333,,"2017-02-20T22:30:00-06:00","4-108",4.108,,6468,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","Woman facing R with tambourine raised in L hand, facing nude youth seated, facing L, with thyrsos and phiale","Woman facing R with tambourine raised in L hand, facing nude youth seated, facing L, with thyrsos and phiale","1_(TYM)","F(TYM)","L(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another, both with sticks","Two mantle figures facing one another, both with sticks",,,,,"2_M","SINGLE","IMAG6468.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"Zagreb","Archaeological Museum",22,,"2017-02-20T22:30:00-06:00","4-11",4.11,,"6353-54","ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","A youth, frontal with drapery over arms, faces R and holds a tambourine, across from a young satyr, seated on a rocky outcropping and facing L, who holds a kalathos in his L hand and a small cup in his R, with a banner above","A youth, frontal with drapery over arms, faces R and holds a tambourine, across from a young satyr, seated on a rocky outcropping and facing L, who holds a kalathos in his L hand and a small cup in his R, with a banner above","1_(TYM)","M(TYM)","C(TYM)","STANDING(TYM)","1_M,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, L with a walking stick, jumping weights above, R extending a strigil to L, stele in centre","Two mantle figures face one another, L with a walking stick, jumping weights above, R extending a strigil to L, stele in centre",,,,,"2_M","SINGLE","IMAG6353.jpg, IMAG6354.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Long Overfalls Group",,,,"Bologna","Museo Civico Archeologico",428,,"2017-02-20T22:30:00-06:00","4-113",4.113,,6474,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","A woman in long garments and crown faces R, holds kalathos in R hand and tambourine in upraised L hand, window to R of her, facing a nude youth, seated, facing L, with thyrsos and extending a phiale to L","A woman in long garments and crown faces R, holds kalathos in R hand and tambourine in upraised L hand, window to R of her, facing a nude youth, seated, facing L, with thyrsos and extending a phiale to L","1_(TYM)","F(TYM)","C(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another, both with sticks, window in upper L and jumping weights in centre","Two mantle figures facing one another, both with sticks, window in upper L and jumping weights in centre",,,,,"2_M","SINGLE","IMAG6474.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Avignon","Mus�e Calvet",,,"2017-02-20T22:30:00-06:00","4-115",4.115,,6489,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","Woman facing R with tambourine raised in L hand and kalathos in R, seated nude youth with wreath extending kantharos to L and holding narthex","Woman facing R with tambourine raised in L hand and kalathos in R, seated nude youth with wreath extending kantharos to L and holding narthex","1_(TYM)","F(TYM)","C(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another with sticks to L, jumping weights above and to L","Two mantle figures facing one another with sticks to L, jumping weights above and to L",,,,,"2_M","SINGLE","IMAG6489.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Basel","Market (M�nzen und Medaillen)",,,"2017-02-20T22:30:00-06:00","4-117",4.117,,"6490-91","ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(AU)","Thyrsos, bearded satyr facing R and playing the aulos; seated, nude youth with wreath and spear, wreath hanging from above R","Thyrsos, bearded satyr facing R and playing the aulos; seated, nude youth with wreath and spear, wreath hanging from above R","1_(AU)","S(AU)","L(AU)","STANDING(AU)","1_M,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures, L one with strigil, R with stick","Two mantle figures, L one with strigil, R with stick",,,,,"2_M","SINGLE","IMAG6490.jpg, IMAG6491.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Bari","Museo Archeologico di Santa Scholastica",6331,,"2017-02-20T22:30:00-06:00","4-12",4.12,,"6495-97","PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","Woman facing R, with bracelets, beating tambourine held up in L hand following a youth with wreath in hair and drapery over arms moving R, carrying kottabos stand and oinochoe, looking L","Woman facing R, with bracelets, beating tambourine held up in L hand following a youth with wreath in hair and drapery over arms moving R, carrying kottabos stand and oinochoe, looking L","1_(TYM)","F(TYM)","L(TYM)","WALKING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another with sticks to L, jumping weights above and centre, L figure gesticulating with stick","Two mantle figures facing one another with sticks to L, jumping weights above and centre, L figure gesticulating with stick",,,,,"2_M","SINGLE","IMAG6495.jpg, IMAG6496.jpg, IMAG6497.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Naples","MANN","2040 (81439)",,"2017-02-20T22:30:00-06:00","4-122",4.122,,6499,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(AU)","A bearded, wreathed silen steps up with left leg and gestures to R at a seated, nude youth with long hair and wreath facing R and playing the auloi while a woman stands behind him, moving L, with a phiale and tugging at her dress","A bearded, wreathed silen steps up with left leg and gestures to R at a seated, nude youth with long hair and wreath facing R and playing the auloi while a woman stands behind him, moving L, with a phiale and tugging at her dress","1_(AU)","M(AU)","C(AU)","SEATED(AU)","1_F,1_M,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another, both with sticks","Two mantle figures facing one another, both with sticks",,,,,"2_M","SINGLE","IMAG6499.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"London","British Museum","F56",,"2017-02-20T22:30:00-06:00","4-125",4.125,,6501,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","A seated, torso-nude youth with wreath sits facing R with thyrsos and extending to R a kantharos towards a bearded satyr with an oinochoe extended L and a tambourine in lowered L hand","A seated, torso-nude youth with wreath sits facing R with thyrsos and extending to R a kantharos towards a bearded satyr with an oinochoe extended L and a tambourine in lowered L hand","1_(TYM)","S(TYM)","R(TYM)","STANDING(TYM)","1_M,1_S","SINGLE","MANTLE FIGURES",,"Two mantle figures facing one another with sticks to L, jumping weights above and centre","Two mantle figures facing one another with sticks to L, jumping weights above and centre",,,,,"2_M","SINGLE","IMAG6501.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"London","British Museum","F171",,"2017-02-20T22:30:00-06:00","4-126",4.126,,"6504-05","ATTENDANT (DIONYSIAC), COUPLE","ATTENDANT (DIONYSIAC)(TYM), ATTENDANT (DIONYSIAC)(TYM)","A balding, bearded satyr with boots dancing L and looking R with tambourine raised, a phi-wreath below (?), a nude youth sitting R and looking L holding a narthex with another tambourine lying below, a woman with long dress tugging at veil sitting R, R arm around youth, looking L, a small Nike above moving L with hands outstretched","A balding, bearded satyr with boots dancing L and looking R with tambourine raised, a phi-wreath below (?), a nude youth sitting R and looking L holding a narthex with another tambourine lying below, a woman with long dress tugging at veil sitting R, R arm around youth, looking L, a small Nike above moving L with hands outstretched","2_(TYM)","S(TYM),N/A(TYM)","L(TYM),C(TYM)","DANCING(TYM),N/A(TYM)","1_F,1_M,1_S,1_N","SINGLE","MANTLE FIGURES",,"Three mantle figures, R two with sticks and facing L","Three mantle figures, R two with sticks and facing L",,,,,"3_M","SINGLE","IMAG6504.jpg, IMAG6505.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0380","0370","Schiller Painter",,,,"London","Market (Sotheby's)","06.05.68 185",,"2017-02-20T22:30:00-06:00","4-13",4.13,,"6355-56","PROCESSION (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM)","A small window above a youth, frontal, with wreath in hair and drapery over arms, facing R and holding a thyrsos, then a woman moving R and looking L holds a banner in her L hand and a tambourine in her upraised R hand, a wreath dangles from above","A small window above a youth, frontal, with wreath in hair and drapery over arms, facing R and holding a thyrsos, then a woman moving R and looking L holds a banner in her L hand and a tambourine in her upraised R hand, a wreath dangles from above","1_(TYM)","F(TYM)","C(TYM)","WALKING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"Two mantle figures face one another, L with a walking stick (behind), window above, R extending a strigil to L, stele in centre","Two mantle figures face one another, L with a walking stick (behind), window above, R extending a strigil to L, stele in centre",,,,,"2_M","SINGLE","IMAG6355.jpg, IMAG6356.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Hydria",,"0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Bologna","Museo Civico Archeologico",560,,"2017-02-20T22:30:00-06:00","4-134",4.134,,6508,"PROCESSION","PROCESSION(TYM)","Woman moving L with torch and tambourine looking R at youth with drapery over arm and stick held out to L, moving L","Woman moving L with torch and tambourine looking R at youth with drapery over arm and stick held out to L, moving L","1_(TYM)","F(TYM)","C(TYM)","WALKING(TYM)","1_F,1_M","SINGLE",,,,,,,,,,,"IMAG6508.jpg",,,"SGL",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Skyphos",,"0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Rome","Conservatori",103,,"2017-02-20T22:30:00-06:00","4-137",4.137,,"6509-10","SINGLE_FIGURE (DIONYSIAC)","SINGLE_FIGURE (DIONYSIAC)(TYM)","Woman moving L with torch in L hand and tambourine in R looking R","Woman moving L with torch in L hand and tambourine in R looking R","1_(TYM)","F(TYM)","L(TYM)","WALKING(TYM)","1_F","SINGLE","SINGLE_FIGURE (DIONYSIAC)",,"Youth moving L with drapery over L arm carrying thyrsos and phiale","Youth moving L with drapery over L arm carrying thyrsos and phiale",,,,,"1_M","SINGLE","IMAG6509.jpg, IMAG6510.jpg",,,"SGL","DIO","RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Skyphos",,"0380","0365","Calvet Subgroup of the Long Overfalls Group",,,,"Bologna","Museo Civico Archeologico",513,,"2017-02-20T22:30:00-06:00","4-139",4.139,,6511,"SINGLE_FIGURE (DIONYSIAC)","SINGLE_FIGURE (DIONYSIAC)(TYM)","Woman moving R with tambourine raised in L hand","Woman moving R with tambourine raised in L hand","1_(TYM)","F(TYM)","R(TYM)","WALKING(TYM)","1_F","SINGLE","SINGLE_FIGURE (DIONYSIAC)",,"Youth moving L with drapery over L arm carrying thyrsos and phiale","Youth moving L with drapery over L arm carrying thyrsos and phiale",,,,,"1_M","SINGLE","IMAG6511.jpg",,,"SGL","DIO","RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
